Customer_ID,Customer_Name,Segment,City,State,Region,Gender,Age,Email,Registration_Date,Total_Sales,Total_Profit,Total_Orders,Average_Order_Value,Customer_Segment_Score
JD-16060,Julia Dunbar,Consumer,Rochester,Minnesota,Central,F,44,julia.dunbar@email.com,2016-09-21,695.442,227.95,3,231.81,Bronze
TS-21160,Theresa Swint,Corporate,San Francisco,California,West,F,49,theresa.swint@email.com,2017-03-17,2163.6240000000003,400.29,6,360.6,Silver
BV-11245,Benjamin Venier,Corporate,Seattle,Washington,West,M,46,benjamin.venier@email.com,2015-08-20,1523.2730000000001,362.64,5,304.65,Silver
DL-13495,Dionis Lloyd,Corporate,Spokane,Washington,West,F,43,dionis.lloyd@email.com,2016-12-18,3539.322,946.2,8,442.42,Silver
EB-13870,Emily Burns,Consumer,Franklin,Tennessee,South,M,67,emily.burns@email.com,2015-12-29,2767.219,663.53,10,276.72,Silver
ES-14020,Erica Smith,Consumer,Jackson,Tennessee,South,F,72,erica.smith@email.com,2017-01-17,3510.4579999999996,489.15,5,702.09,Silver
JB-15925,Joni Blumstein,Consumer,Austin,Texas,Central,M,71,joni.blumstein@email.com,2015-04-04,900.552,226.92,3,300.18,Bronze
SC-20380,Shahid Collister,Consumer,Pembroke Pines,Florida,South,M,41,shahid.collister@email.com,2017-12-28,5992.536,1474.49,9,665.84,Gold
TC-21475,Tony Chapman,Home Office,Danville,Illinois,Central,F,20,tony.chapman@email.com,2017-09-01,1244.976,302.82,9,138.33,Silver
NR-18550,Nick Radford,Consumer,Chula Vista,California,West,F,25,nick.radford@email.com,2016-11-09,2367.277,615.94,5,473.46,Silver
DB-13270,Deborah Brumfield,Home Office,New York City,New York,East,M,29,deborah.brumfield@email.com,2015-01-06,4655.897,1165.07,8,581.99,Silver
NS-18640,Noel Staavos,Corporate,San Antonio,Texas,Central,M,32,noel.staavos@email.com,2017-02-21,2857.753,700.22,12,238.15,Silver
CS-11860,Cari Schnelling,Consumer,Jacksonville,North Carolina,South,M,24,cari.schnelling@email.com,2017-02-21,537.632,136.37,6,89.61,Bronze
AC-10450,Amy Cox,Consumer,Avondale,Arizona,West,F,53,amy.cox@email.com,2016-05-15,5527.846,1468.9,7,789.69,Gold
CM-12385,Christopher Martinez,Consumer,Chicago,Illinois,Central,M,37,christopher.martinez@email.com,2017-12-12,8954.019999999999,2272.87,4,2238.5,Gold
EK-13795,Eileen Kiefer,Home Office,Escondido,California,West,F,18,eileen.kiefer@email.com,2017-04-05,1303.478,327.29,4,325.87,Silver
CK-12760,Cyma Kinney,Corporate,Long Beach,New York,East,F,73,cyma.kinney@email.com,2017-08-05,1582.109,467.62,9,175.79,Silver
PK-19075,Pete Kriz,Consumer,Newark,Delaware,East,F,28,pete.kriz@email.com,2016-11-24,8646.934,2344.6000000000004,12,720.58,Gold
MH-18025,Michelle Huthwaite,Consumer,Buffalo,New York,East,M,60,michelle.huthwaite@email.com,2017-05-04,2984.948,680.62,5,596.99,Silver
GB-14575,Giulietta Baptist,Consumer,Wichita,Kansas,Central,M,58,giulietta.baptist@email.com,2015-03-30,4716.288,1215.19,5,943.26,Silver
IM-15070,Irene Maddox,Consumer,Colorado Springs,Colorado,West,M,46,irene.maddox@email.com,2016-01-12,4930.474,1276.69,7,704.35,Silver
MM-18055,Michelle Moray,Consumer,New York City,New York,East,F,20,michelle.moray@email.com,2015-10-26,2749.881,652.47,8,343.74,Silver
MF-18250,Monica Federle,Corporate,Los Angeles,California,West,M,68,monica.federle@email.com,2017-06-02,1758.3,449.34999999999997,5,351.66,Silver
CK-12595,Clytie Kelty,Consumer,Marietta,Georgia,South,M,69,clytie.kelty@email.com,2017-10-26,2372.75,553.23,11,215.7,Silver
MK-17905,Michael Kennedy,Corporate,Jacksonville,Florida,South,M,47,michael.kennedy@email.com,2016-06-16,2302.368,658.8199999999999,8,287.8,Silver
MH-17455,Mark Hamilton,Consumer,Philadelphia,Pennsylvania,East,F,36,mark.hamilton@email.com,2017-10-08,2146.694,414.75,7,306.67,Silver
NG-18430,Nathan Gelder,Consumer,Los Angeles,California,West,M,73,nathan.gelder@email.com,2017-02-23,1395.9379999999999,326.79,5,279.19,Silver
PB-19210,Phillip Breyer,Corporate,Philadelphia,Pennsylvania,East,M,48,phillip.breyer@email.com,2017-11-29,132.738,21.83,2,66.37,Bronze
RE-19450,Richard Eichhorn,Consumer,Eau Claire,Wisconsin,Central,M,43,richard.eichhorn@email.com,2017-01-12,666.52,155.94,4,166.63,Bronze
TB-21625,Trudy Brown,Consumer,Los Angeles,California,West,M,48,trudy.brown@email.com,2015-08-10,2797.668,643.9399999999999,9,310.85,Silver
MG-17695,Maureen Gnade,Consumer,Philadelphia,Pennsylvania,East,F,74,maureen.gnade@email.com,2016-10-13,1342.282,301.79,3,447.43,Silver
LW-17125,Liz Willingham,Consumer,Norwich,Connecticut,East,M,43,liz.willingham@email.com,2016-01-19,1259.04,250.57999999999998,3,419.68,Silver
PF-19120,Peter Fuller,Consumer,San Antonio,Texas,Central,F,67,peter.fuller@email.com,2016-09-24,9062.864,1593.75,4,2265.72,Gold
NZ-18565,Nick Zandusky,Home Office,Yuma,Arizona,West,M,68,nick.zandusky@email.com,2017-04-06,2488.31,622.61,9,276.48,Silver
JE-15610,Jim Epp,Corporate,Los Angeles,California,West,F,33,jim.epp@email.com,2016-01-30,7754.976,2196.22,7,1107.85,Gold
JO-15145,Jack O'Briant,Corporate,Richmond,Kentucky,South,M,72,jack.o'briant@email.com,2016-05-10,3254.949,858.7,9,361.66,Silver
TT-21220,Thomas Thornton,Consumer,New York City,New York,East,M,64,thomas.thornton@email.com,2015-05-06,1427.0439999999999,286.45,8,178.38,Silver
MS-17365,Maribeth Schnelling,Consumer,Wausau,Wisconsin,Central,F,67,maribeth.schnelling@email.com,2016-04-03,7443.6900000000005,1902.8300000000002,10,744.37,Gold
MP-18175,Mike Pelletier,Home Office,San Francisco,California,West,F,22,mike.pelletier@email.com,2015-07-18,4757.332,1087.83,8,594.67,Silver
FH-14350,Fred Harton,Consumer,Dublin,Ohio,East,F,29,fred.harton@email.com,2016-12-17,2271.284,505.77,4,567.82,Silver
SC-20050,Sample Company A,Home Office,Henderson,Kentucky,South,F,54,sample.company.a@email.com,2017-08-12,4624.572,1050.3700000000001,9,513.84,Silver
NM-18520,Neoma Murray,Consumer,Bowling Green,Ohio,East,F,34,neoma.murray@email.com,2015-08-24,2161.979,605.64,10,216.2,Silver
JO-15280,Jas O'Carroll,Consumer,Memphis,Tennessee,South,F,68,jas.o'carroll@email.com,2016-10-02,1934.272,493.42,6,322.38,Silver
CC-12475,Cindy Chapman,Consumer,Lakewood,New Jersey,East,F,40,cindy.chapman@email.com,2017-01-13,1659.438,332.89,9,184.38,Silver
MZ-17515,Mary Zewe,Corporate,Los Angeles,California,West,F,50,mary.zewe@email.com,2017-01-17,2564.906,307.47,6,427.48,Silver
MS-17830,Melanie Seite,Consumer,Rochester,New York,East,M,31,melanie.seite@email.com,2016-07-11,370.348,86.57,4,92.59,Bronze
GK-14620,Grace Kelly,Corporate,Salem,Oregon,West,M,50,grace.kelly@email.com,2016-05-22,6497.27,1213.27,9,721.92,Gold
MC-17275,Marc Crier,Consumer,Pasco,Washington,West,M,64,marc.crier@email.com,2017-12-09,2725.982,764.78,8,340.75,Silver
LH-17155,Logan Haushalter,Consumer,Oakland,California,West,F,48,logan.haushalter@email.com,2015-12-16,1739.689,500.15,9,193.3,Silver
SS-20140,Saphhira Shifley,Corporate,Oak Park,Illinois,Central,M,63,saphhira.shifley@email.com,2015-02-07,1324.028,306.63,8,165.5,Silver
GK-14620,Grace Kelly,Corporate,Morristown,New Jersey,East,F,37,grace.kelly@email.com,2015-01-29,6497.27,1213.27,9,721.92,Gold
GM-14455,Gary Mitchum,Home Office,Austin,Texas,Central,M,42,gary.mitchum@email.com,2015-04-25,3078.624,751.81,6,513.1,Silver
SH-19975,Sally Hughsby,Corporate,New York City,New York,East,F,53,sally.hughsby@email.com,2016-08-28,2465.6594999999998,708.34,12,205.47,Silver
SC-20725,Steven Cartwright,Consumer,New York City,New York,East,M,19,steven.cartwright@email.com,2015-08-11,5226.21,1369.26,11,475.11,Gold
TT-21070,Ted Trevino,Consumer,Seattle,Washington,West,M,48,ted.trevino@email.com,2015-05-10,4915.602,1229.8500000000001,7,702.23,Silver
SC-20440,Shaun Chance,Corporate,Lancaster,Pennsylvania,East,F,52,shaun.chance@email.com,2016-03-30,1874.998,398.31,7,267.86,Silver
KL-16645,Ken Lonsdale,Consumer,Houston,Texas,Central,F,61,ken.lonsdale@email.com,2017-02-22,14175.229000000001,4645.7300000000005,12,1181.27,Platinum
KN-16390,Katherine Nockton,Corporate,Columbus,Ohio,East,M,19,katherine.nockton@email.com,2016-08-21,2224.0860000000002,433.40000000000003,8,278.01,Silver
SL-20155,Sara Luxemburg,Home Office,Durham,North Carolina,South,F,59,sara.luxemburg@email.com,2016-05-15,3046.532,366.49,6,507.76,Silver
PW-19240,Pierre Wener,Consumer,Pensacola,Florida,South,M,29,pierre.wener@email.com,2017-02-19,3922.4150000000004,1050.01,7,560.34,Silver
TB-21175,Thomas Boland,Corporate,Henderson,Kentucky,South,M,31,thomas.boland@email.com,2017-02-21,3589.296,818.77,4,897.32,Silver
AH-10210,Alan Hwang,Consumer,Anaheim,California,West,M,40,alan.hwang@email.com,2015-01-02,4805.344,1258.75,9,533.93,Silver
SC-20695,Steve Chapman,Corporate,Detroit,Michigan,Central,F,56,steve.chapman@email.com,2016-01-09,2576.408,644.79,10,257.64,Silver
RF-19345,Randy Ferguson,Corporate,Marietta,Georgia,South,M,49,randy.ferguson@email.com,2016-04-25,3309.15,993.37,8,413.64,Silver
EH-13765,Edward Hooks,Corporate,Seattle,Washington,West,M,51,edward.hooks@email.com,2015-07-05,9940.380000000001,3077.27,10,994.04,Gold
AC-10660,Anna Chung,Consumer,Parma,Ohio,East,F,18,anna.chung@email.com,2017-09-25,657.316,178.73000000000002,5,131.46,Bronze
SG-20470,Sheri Gordon,Consumer,Gresham,Oregon,West,F,38,sheri.gordon@email.com,2015-05-16,1884.798,546.51,8,235.6,Silver
CA-12310,Christine Abelman,Corporate,Anaheim,California,West,F,68,christine.abelman@email.com,2017-07-27,1421.954,274.26,4,355.49,Silver
MC-17605,Matt Connell,Corporate,Houston,Texas,Central,M,40,matt.connell@email.com,2017-04-01,2258.192,491.2,8,282.27,Silver
JE-15610,Jim Epp,Corporate,Concord,New Hampshire,East,F,66,jim.epp@email.com,2016-09-21,7754.976,2196.22,7,1107.85,Gold
MS-17530,MaryBeth Skach,Consumer,Fairfield,Ohio,East,F,36,marybeth.skach@email.com,2017-07-22,475.65599999999995,135.58,4,118.91,Bronze
BH-11710,Brosina Hoffman,Consumer,Johnson City,Tennessee,South,M,57,brosina.hoffman@email.com,2017-05-28,6255.351,1679.94,8,781.92,Gold
MB-17305,Maria Bertelson,Consumer,League City,Texas,Central,M,25,maria.bertelson@email.com,2016-04-28,1548.702,399.35,10,154.87,Silver
BM-11575,Brendan Murry,Corporate,Gaithersburg,Maryland,East,M,71,brendan.murry@email.com,2017-10-19,808.162,138.68,6,134.69,Bronze
SC-20575,Sonia Cooley,Consumer,Chicago,Illinois,Central,F,29,sonia.cooley@email.com,2015-08-06,799.798,168.89,4,199.95,Bronze
MH-18115,Mick Hernandez,Home Office,Huntsville,Alabama,South,F,67,mick.hernandez@email.com,2015-09-22,5503.093,1161.66,9,611.45,Gold
AR-10345,Alex Russell,Corporate,Lawrence,Massachusetts,East,F,69,alex.russell@email.com,2016-09-09,1055.694,168.79999999999998,4,263.92,Silver
MO-17500,Mary O'Rourke,Consumer,Chicago,Illinois,Central,M,59,mary.o'rourke@email.com,2015-12-18,922.487,216.75,4,230.62,Bronze
AD-10180,Alan Dominguez,Home Office,Fairfield,Connecticut,East,M,73,alan.dominguez@email.com,2015-11-10,6106.88,1443.15,8,763.36,Gold
KD-16345,Katherine Ducich,Consumer,New York City,New York,East,F,66,katherine.ducich@email.com,2015-10-24,1888.964,440.34,6,314.83,Silver
FM-14215,Filia McAdams,Corporate,Seattle,Washington,West,F,33,filia.mcadams@email.com,2016-11-25,2456.638,565.88,10,245.66,Silver
ZC-21910,Zuschuss Carroll,Consumer,Aurora,Colorado,West,M,66,zuschuss.carroll@email.com,2016-03-03,8025.707,1850.01,13,617.36,Gold
KS-16300,Karen Seio,Corporate,Lehi,Utah,West,F,41,karen.seio@email.com,2016-04-02,88.472,27.56,3,29.49,Bronze
DP-13390,Dennis Pardue,Home Office,Tuscaloosa,Alabama,South,F,70,dennis.pardue@email.com,2017-09-20,5480.723999999999,1763.74,9,608.97,Gold
BD-11605,Brian Dahlen,Consumer,San Francisco,California,West,M,73,brian.dahlen@email.com,2015-04-29,2783.189,671.73,6,463.86,Silver
IL-15100,Ivan Liston,Consumer,Wilmington,Delaware,East,M,34,ivan.liston@email.com,2015-06-30,5040.736,1359.1399999999999,7,720.11,Gold
LP-17095,Liz Preis,Consumer,Lafayette,Indiana,Central,M,47,liz.preis@email.com,2017-10-20,3104.439,540.26,6,517.41,Silver
JH-15985,Joseph Holt,Consumer,Redondo Beach,California,West,F,71,joseph.holt@email.com,2016-02-25,7954.9980000000005,1192.89,6,1325.83,Gold
JD-16015,Joy Daniels,Consumer,Seattle,Washington,West,F,71,joy.daniels@email.com,2016-09-24,385.43,96.93,6,64.24,Bronze
DL-13330,Denise Leinenbach,Consumer,New York City,New York,East,F,26,denise.leinenbach@email.com,2016-05-01,585.02,101.39000000000001,4,146.26,Bronze
NC-18415,Nathan Cano,Consumer,Royal Oak,Michigan,Central,F,59,nathan.cano@email.com,2015-05-21,2218.9900000000002,622.22,6,369.83,Silver
AS-10225,Alan Schoenberger,Corporate,San Francisco,California,West,F,40,alan.schoenberger@email.com,2015-07-20,4260.784,1009.2,5,852.16,Silver
MS-17980,Michael Stewart,Corporate,New York City,New York,East,F,42,michael.stewart@email.com,2016-08-08,855.116,152.47,6,142.52,Bronze
TS-21205,Thomas Seio,Corporate,North Las Vegas,Nevada,West,M,63,thomas.seio@email.com,2017-08-27,5371.09,870.77,7,767.3,Gold
JK-15730,Joe Kamberova,Consumer,Carrollton,Texas,Central,F,48,joe.kamberova@email.com,2016-06-05,4769.9,1068.22,9,529.99,Silver
TC-21535,Tracy Collins,Home Office,Los Angeles,California,West,M,28,tracy.collins@email.com,2015-05-05,742.5580000000001,161.06,7,106.08,Bronze
AB-10015,Aaron Bergman,Consumer,Seattle,Washington,West,M,63,aaron.bergman@email.com,2016-09-14,886.156,186.16,3,295.39,Bronze
DP-13000,Darren Powers,Consumer,Fort Lauderdale,Florida,South,F,54,darren.powers@email.com,2017-09-24,897.524,272.07,8,112.19,Bronze
CY-12745,Craig Yedwab,Corporate,Columbia,Tennessee,South,F,68,craig.yedwab@email.com,2015-09-16,2004.0819999999999,466.37,7,286.3,Silver
BE-11455,Brad Eason,Home Office,Providence,Rhode Island,East,F,20,brad.eason@email.com,2015-11-03,748.026,168.91,5,149.61,Bronze
KL-16555,Kelly Lampkin,Corporate,Jacksonville,Florida,South,F,28,kelly.lampkin@email.com,2017-01-31,5016.488,1267.97,8,627.06,Gold
PS-19045,Penelope Sewall,Home Office,Oceanside,California,West,F,42,penelope.sewall@email.com,2017-02-03,6843.634,1158.5900000000001,7,977.66,Gold
JR-16210,Justin Ritter,Corporate,Jacksonville,Florida,South,M,72,justin.ritter@email.com,2017-09-20,2201.686,434.23,5,440.34,Silver
AH-10210,Alan Hwang,Consumer,New York City,New York,East,F,52,alan.hwang@email.com,2015-11-19,4805.344,1258.75,9,533.93,Silver
RW-19630,Rob Williams,Corporate,Chicago,Illinois,Central,M,20,rob.williams@email.com,2017-01-11,3279.746,943.46,9,364.42,Silver
AH-10075,Adam Hart,Corporate,Huntington Beach,California,West,M,42,adam.hart@email.com,2015-12-11,3250.337,946.98,10,325.03,Silver
IM-15070,Irene Maddox,Consumer,San Diego,California,West,M,24,irene.maddox@email.com,2017-07-26,4930.474,1276.69,7,704.35,Silver
CK-12760,Cyma Kinney,Corporate,Nashville,Tennessee,South,F,28,cyma.kinney@email.com,2017-11-17,1582.109,467.62,9,175.79,Silver
AG-10390,Allen Goldenen,Consumer,New York City,New York,East,F,41,allen.goldenen@email.com,2016-09-08,200.945,58.8,5,40.19,Bronze
CL-12700,Craig Leslie,Home Office,Colorado Springs,Colorado,West,F,35,craig.leslie@email.com,2016-07-29,2335.586,580.38,4,583.9,Silver
AW-10930,Arthur Wiediger,Home Office,San Francisco,California,West,M,48,arthur.wiediger@email.com,2016-07-19,2852.968,710.9,7,407.57,Silver
HG-14965,Henry Goldwyn,Corporate,Chicago,Illinois,Central,F,61,henry.goldwyn@email.com,2017-01-09,3247.642,903.74,12,270.64,Silver
RB-19645,Robert Barroso,Corporate,Memphis,Tennessee,South,F,25,robert.barroso@email.com,2016-04-22,221.084,67.97,5,44.22,Bronze
SZ-20035,Sam Zeldin,Home Office,New York City,New York,East,F,56,sam.zeldin@email.com,2015-08-17,3625.329,935.88,11,329.58,Silver
KS-16300,Karen Seio,Corporate,Raleigh,North Carolina,South,F,50,karen.seio@email.com,2017-05-27,88.472,27.56,3,29.49,Bronze
SC-20050,Sample Company A,Home Office,Los Angeles,California,West,M,34,sample.company.a@email.com,2016-08-16,4624.572,1050.3700000000001,9,513.84,Silver
AB-10060,Adam Bellavance,Home Office,Los Angeles,California,West,F,64,adam.bellavance@email.com,2017-01-20,7755.62,2142.2200000000003,8,969.45,Gold
EH-14125,Eugene Hildebrand,Home Office,Newport News,Virginia,South,F,29,eugene.hildebrand@email.com,2016-06-26,3082.653,828.73,10,308.27,Silver
CC-12475,Cindy Chapman,Consumer,Los Angeles,California,West,F,43,cindy.chapman@email.com,2015-02-26,1659.438,332.89,9,184.38,Silver
TM-21010,Tamara Manning,Consumer,Jackson,Mississippi,South,M,35,tamara.manning@email.com,2015-05-07,2819.026,646.48,7,402.72,Silver
SC-20695,Steve Chapman,Corporate,Richmond,Indiana,Central,F,66,steve.chapman@email.com,2017-09-06,2576.408,644.79,10,257.64,Silver
Dp-13240,Dean percer,Home Office,New York City,New York,East,F,22,dean.percer@email.com,2017-03-25,7198.7609999999995,1849.71,11,654.43,Gold
LR-17035,Lisa Ryan,Corporate,Philadelphia,Pennsylvania,East,M,45,lisa.ryan@email.com,2015-04-04,1879.306,504.89,5,375.86,Silver
TS-21370,Todd Sumrall,Corporate,Phoenix,Arizona,West,M,42,todd.sumrall@email.com,2015-06-25,11891.751,2775.0,6,1981.96,Platinum
SW-20350,Sean Wendt,Home Office,Cleveland,Ohio,East,M,59,sean.wendt@email.com,2016-11-12,1019.044,181.99,3,339.68,Silver
TH-21100,Thea Hendricks,Consumer,Toledo,Ohio,East,M,25,thea.hendricks@email.com,2016-01-15,2422.824,467.66999999999996,5,484.56,Silver
SS-20410,Shahid Shariari,Consumer,Los Angeles,California,West,F,69,shahid.shariari@email.com,2017-07-12,3056.8070000000002,671.36,6,509.47,Silver
MZ-17515,Mary Zewe,Corporate,New York City,New York,East,M,47,mary.zewe@email.com,2016-10-13,2564.906,307.47,6,427.48,Silver
JE-15475,Jeremy Ellison,Consumer,San Diego,California,West,F,38,jeremy.ellison@email.com,2017-04-07,1388.682,252.58999999999997,6,231.45,Silver
RF-19735,Roland Fjeld,Consumer,Oklahoma City,Oklahoma,Central,F,60,roland.fjeld@email.com,2016-08-29,2341.2960000000003,623.6800000000001,7,334.47,Silver
CV-12295,Christina VanderZanden,Consumer,Chicago,Illinois,Central,M,34,christina.vanderzanden@email.com,2016-10-04,2830.6279999999997,495.86,5,566.13,Silver
VG-21790,Vivek Gonzalez,Consumer,San Francisco,California,West,F,32,vivek.gonzalez@email.com,2017-01-16,846.01,204.4,6,141.0,Bronze
BB-11545,Brenda Bowman,Corporate,Vineland,New Jersey,East,M,30,brenda.bowman@email.com,2017-06-09,6765.728,1480.68,9,751.75,Gold
HR-14770,Hallie Redmond,Home Office,Milwaukee,Wisconsin,Central,F,71,hallie.redmond@email.com,2017-07-10,940.588,244.09,4,235.15,Bronze
SC-20260,Scott Cohen,Corporate,Seattle,Washington,West,M,55,scott.cohen@email.com,2016-01-28,3729.7929999999997,887.5600000000001,8,466.22,Silver
EG-13900,Emily Grady,Consumer,Naperville,Illinois,Central,M,42,emily.grady@email.com,2015-02-23,1832.02,543.1800000000001,5,366.4,Silver
TS-21370,Todd Sumrall,Corporate,Wilmington,Delaware,East,F,40,todd.sumrall@email.com,2016-03-01,11891.751,2775.0,6,1981.96,Platinum
AI-10855,Arianne Irving,Consumer,Los Angeles,California,West,F,40,arianne.irving@email.com,2017-06-20,4375.786,826.27,10,437.58,Silver
DD-13570,Dorothy Dickinson,Consumer,Chicago,Illinois,Central,F,42,dorothy.dickinson@email.com,2016-09-29,269.542,61.55,6,44.92,Bronze
AB-10060,Adam Bellavance,Home Office,Des Moines,Washington,West,M,65,adam.bellavance@email.com,2016-04-27,7755.62,2142.2200000000003,8,969.45,Gold
KB-16240,Karen Bern,Corporate,Philadelphia,Pennsylvania,East,M,47,karen.bern@email.com,2017-10-07,3152.6150000000002,624.45,7,450.37,Silver
JC-15775,John Castell,Consumer,Atlanta,Georgia,South,M,65,john.castell@email.com,2016-03-10,2772.055,625.67,9,308.01,Silver
AH-10465,Amy Hunt,Consumer,Dallas,Texas,Central,M,40,amy.hunt@email.com,2017-04-01,2495.3916,581.7,5,499.08,Silver
NM-18520,Neoma Murray,Consumer,Moreno Valley,California,West,F,51,neoma.murray@email.com,2016-03-01,2161.979,605.64,10,216.2,Silver
TP-21130,Theone Pippenger,Consumer,Georgetown,Kentucky,South,F,37,theone.pippenger@email.com,2017-06-08,4454.0560000000005,946.66,9,494.9,Silver
DL-12925,Daniel Lacy,Consumer,Minneapolis,Minnesota,Central,M,20,daniel.lacy@email.com,2017-10-09,3272.2,754.84,6,545.37,Silver
CA-12265,Christina Anderson,Consumer,Wilmington,Delaware,East,M,64,christina.anderson@email.com,2016-02-13,2638.3272,652.56,8,329.79,Silver
SC-20380,Shahid Collister,Consumer,Burlington,North Carolina,South,F,39,shahid.collister@email.com,2017-09-01,5992.536,1474.49,9,665.84,Gold
TT-21460,Tonja Turnell,Home Office,Los Angeles,California,West,F,63,tonja.turnell@email.com,2015-08-09,5364.808,895.83,7,766.4,Gold
MA-17560,Matt Abelman,Home Office,Trenton,Michigan,Central,F,38,matt.abelman@email.com,2015-07-04,4299.161,1096.98,11,390.83,Silver
JM-16195,Justin MacKendrick,Consumer,San Francisco,California,West,F,49,justin.mackendrick@email.com,2015-01-25,2833.9260000000004,747.88,10,283.39,Silver
MB-18085,Mick Brown,Consumer,Los Angeles,California,West,M,51,mick.brown@email.com,2017-11-17,1428.231,329.69,7,204.03,Silver
SV-20365,Seth Vernon,Consumer,Houston,Texas,Central,M,28,seth.vernon@email.com,2017-04-04,11470.949999999999,2827.32,10,1147.09,Platinum
CG-12040,Catherine Glotzbach,Home Office,Milwaukee,Wisconsin,Central,F,33,catherine.glotzbach@email.com,2015-04-23,904.4680000000001,254.31000000000003,6,150.74,Bronze
BD-11500,Bradley Drucker,Consumer,San Francisco,California,West,M,63,bradley.drucker@email.com,2015-11-27,4411.2429999999995,784.89,6,735.21,Silver
JK-15640,Jim Kriz,Home Office,Cleveland,Ohio,East,F,59,jim.kriz@email.com,2017-10-15,4760.434,1051.44,9,528.94,Silver
JM-15580,Jill Matthias,Consumer,Monroe,North Carolina,South,F,38,jill.matthias@email.com,2015-01-28,303.948,78.83,5,60.79,Bronze
SC-20230,Scot Coram,Corporate,Lowell,Massachusetts,East,F,63,scot.coram@email.com,2015-02-10,4371.9580000000005,1077.89,4,1092.99,Silver
ME-17320,Maria Etezadi,Home Office,Dallas,Texas,Central,M,56,maria.etezadi@email.com,2015-05-31,10663.728000000001,1222.01,10,1066.37,Platinum
KN-16390,Katherine Nockton,Corporate,Philadelphia,Pennsylvania,East,M,41,katherine.nockton@email.com,2017-01-03,2224.0860000000002,433.40000000000003,8,278.01,Silver
HM-14860,Harry Marie,Corporate,Loveland,Colorado,West,M,62,harry.marie@email.com,2016-08-10,8236.7648,2327.84,10,823.68,Gold
JM-15580,Jill Matthias,Consumer,Loveland,Colorado,West,M,23,jill.matthias@email.com,2016-07-19,303.948,78.83,5,60.79,Bronze
KH-16690,Kristen Hastings,Corporate,Woonsocket,Rhode Island,East,F,29,kristen.hastings@email.com,2015-04-12,5990.799,1069.49,7,855.83,Gold
BK-11260,Berenike Kampe,Consumer,Chicago,Illinois,Central,F,23,berenike.kampe@email.com,2015-03-10,659.1379999999999,145.17000000000002,6,109.86,Bronze
PN-18775,Parhena Norris,Home Office,Bakersfield,California,West,F,64,parhena.norris@email.com,2015-02-14,1467.152,412.41999999999996,8,183.39,Silver
AZ-10750,Annie Zypern,Consumer,Dallas,Texas,Central,M,43,annie.zypern@email.com,2015-10-30,1622.0179999999998,366.01,6,270.34,Silver
GM-14500,Gene McClure,Consumer,Philadelphia,Pennsylvania,East,M,70,gene.mcclure@email.com,2015-04-08,1255.682,277.73,10,125.57,Silver
BM-11785,Bryan Mills,Consumer,Deltona,Florida,South,F,64,bryan.mills@email.com,2017-05-29,1338.842,227.16,10,133.88,Silver
NH-18610,Nicole Hansen,Corporate,Columbus,Georgia,South,M,27,nicole.hansen@email.com,2017-11-29,2518.6659999999997,524.5,6,419.78,Silver
PN-18775,Parhena Norris,Home Office,Nashville,Tennessee,South,F,62,parhena.norris@email.com,2015-12-04,1467.152,412.41999999999996,8,183.39,Silver
EH-13765,Edward Hooks,Corporate,Philadelphia,Pennsylvania,East,M,60,edward.hooks@email.com,2016-03-07,9940.380000000001,3077.27,10,994.04,Gold
HA-14905,Helen Abelman,Consumer,Chicago,Illinois,Central,F,32,helen.abelman@email.com,2017-07-20,2163.3,590.06,7,309.04,Silver
AB-10150,Aimee Bixby,Consumer,Dallas,Texas,Central,F,51,aimee.bixby@email.com,2015-05-05,966.71,255.51,5,193.34,Bronze
MS-17365,Maribeth Schnelling,Consumer,Carlsbad,New Mexico,West,F,41,maribeth.schnelling@email.com,2015-04-11,7443.6900000000005,1902.8300000000002,10,744.37,Gold
DD-13570,Dorothy Dickinson,Consumer,Philadelphia,Pennsylvania,East,M,38,dorothy.dickinson@email.com,2015-05-06,269.542,61.55,6,44.92,Bronze
MT-17815,Meg Tillman,Consumer,New York City,New York,East,M,46,meg.tillman@email.com,2017-06-30,2890.139,887.9000000000001,6,481.69,Silver
GM-14500,Gene McClure,Consumer,Oceanside,New York,East,F,21,gene.mcclure@email.com,2017-06-21,1255.682,277.73,10,125.57,Silver
KB-16585,Ken Black,Corporate,Lafayette,Louisiana,South,F,35,ken.black@email.com,2016-05-22,2744.742,604.38,12,228.73,Silver
DM-13015,Darrin Martin,Consumer,New York City,New York,East,F,70,darrin.martin@email.com,2017-07-25,6345.103,1666.6699999999998,7,906.44,Gold
BP-11185,Ben Peterman,Corporate,Anaheim,California,West,F,73,ben.peterman@email.com,2017-03-01,3675.861,785.8000000000001,9,408.43,Silver
EP-13915,Emily Phan,Consumer,Deltona,Florida,South,F,24,emily.phan@email.com,2016-01-03,5478.0608,1327.87,17,322.24,Gold
FG-14260,Frank Gastineau,Home Office,New York City,New York,East,F,42,frank.gastineau@email.com,2015-10-27,1383.144,464.34999999999997,7,197.59,Silver
AB-10255,Alejandro Ballentine,Home Office,Seattle,Washington,West,M,33,alejandro.ballentine@email.com,2016-04-29,914.5319999999999,219.85999999999999,9,101.61,Bronze
RD-19480,Rick Duston,Consumer,San Diego,California,West,F,68,rick.duston@email.com,2015-10-07,4272.93,877.97,8,534.12,Silver
